"id","sha1","rank","title","firstname","lastname","nation","wikidata","source"
586,"f5f8009ce44ca52dfdae7ae3feba0bb3a5d30456",12,,"J.","SINCLAIR",47,,1
587,"14ef7f01194c2d1b273f285ed7c8a2842c97ed86",9,,"H.G.","SINGENDONCK",52,,1
588,"8642cd40a4050beca2ea90e834aa6b8ad842f024",9,,"J.W.","SLEIGH",47,,1
589,"f4519954f691a8c29f102d8a3a8bb1b44cb17eb1",6,26,"Edward","SOMERSET",47,,1
590,"085c7fe96afe444284588fd26c1ccc0052e52e1f",9,,"J.","SPEELMAN",52,,1
591,"3078c1d2e9b79be261d6ad5a47c7d0e29586daae",10,,"","SPORKEN",49,,1
592,"90ae3baaac0a54c1311262cade392de87b1c8a1f",5,,"J-A.","STEDMAN",52,,1
593,"633a29b3787a2f483bd07b7e94e050326af4e06c",13,,"","STEINHAUSER",51,,1
594,"17d8b6d89ab1c0f91d9b51be983165014ac98ad5",12,,"E.J.","STEVENART",52,,1
595,"d128b0395ae39197a5602baeace65effbcff29ec",10,24,"William ","STEWARD",47,,1
596,"801845e0f752508a6c135e49889db6eee203236b",12,,"","STOCK",47,,1
597,"c8d4942df1ba99a3cb15ed87299e4bd3e922ed4b",9,,"F.","STOEKER",47,,1
598,"f21d97dbf7f82bc59305e1ecb369b9260dba5aef",10,,"","STROMBECK",50,,1
599,"b953d892c353d33fe49242fc768d056e69a63f37",10,,"","STRUBE",49,,1
600,"998fb83fd666e959ca8d7a70d69dcc3dbaa754dd",12,,"A.A.","SYMPHER",47,,1
601,"c5a34461bccc95152f33d3134c397d8536561883",8,,"","Sabatier",48,,1
602,"496b4d71f87b197d5f3a88238b934a9e02c4fa5e",12,,"","Sain-cyr",48,,1
603,"128ec45fed33bc5f28354daa07005d9b8d5e3ccc",8,,"","Saint-Rémy",48,,1
604,"f03ef783e7a046e2ab84dac1a7b4314f0d890e57",7,19,"","Sausset",48,,1
605,"12e517ea2563e4b678b7ab93d019c89d0d4bf003",7,,"","Saviot",48,,1
606,"cde5b8f4add3052e43e2ce20dbbe432f4894d62c",7,21,"","Savoie-Carignan",48,,1
607,"26d74be4957b68dac695c6b71438b0ccbf44f509",10,,"","Schmitt & Jerlanowski",48,,1
608,"f66cd52a61d977c1449890c886878955dd7f210e",8,19,"","Schmitz",48,,1
609,"2678b2d3dae7518a4e21e607727d6681b568aee5",7,,"","Schneit",48,,1
610,"71dcfc5ad9c3fe89bc5cb4f435a45f044590870e",8,19,"","Schoffer",48,,1
611,"775eb19e6020c9e769af0d1a66db3f7fd9d15214",7,,"","Secretan",48,,1
612,"4de78494b403872b8b7b40032bf8199ae2dfb818",15,,"","Senac",48,,1
613,"1930647b6fb15d03d56a2b40b2635f09800dc342",5,19,"","Simmer",48,,1
614,"60ab9d9d20d3b993e8dcd724d4afa5ef0c1442da",7,,"","Simon-Lorière",48,,1
615,"f8abdd03ed462990dbb531f1c9dbd1b748a750ef",7,,"","Simonneau",48,,1
616,"0dcb8f3fbb2c12069bc87b5d030337f236e72d21",9,26,"Fitzroy","Somerset",47,,1
617,"0f79be8a23bafff9d452315c3a2386d90372d8d7",7,,"","Soubeyran",48,,1
618,"2c784809adaa404e3f96bb9177f74938304dea08",3,22,"Nicolas","Soult",48,,1
619,"f287e30b2f8d963d7ac09a52ea326565131997c0",5,19,"P.B.","Soult",48,,1
620,"35c1bb1c4694f1b50aa0ae20583ec2009922236c",7,19,"","Sourd",48,,1
621,"cd53c3eba7bcf6f70061456438cfff2dcb0dfc97",8,19,"","Soye",48,,1
622,"10c3582771e9632d4c4d988535da2d517e35869d",12,,"","Speltens",48,,1
623,"dda2f5025f1f6d9f5d77db5fe88e66e03a0f180f",12,,"","Stoffel",48,,1
624,"98d5b4323ea26b250e287d749ca6adf5768d9bd2",7,19,"","Stoffel",48,,1
625,"73707226be331584b1df578f6716dc403e247a8f",5,19,"","Strolz",48,,1
626,"56116c8fafebc9e2d426bf03d553b1e027c0f738",5,19,"","Subervie",48,,1
627,"80df4ab3ec3dd38dbdf78e593f02342dc88da234",7,,"","Séguier",48,,1
628,"61bb6fccef6860bb262cd8708a5bcadcd978957b",10,,"F.S.","TIDY",47,,1
629,"6dca69e40e5f7e26a44065f10dda21f17cb365c0",13,,"","TRELLER",51,,1
630,"16290ec67c60cb2c0d07d70681ea706427311c92",6,29,"A.D","TRIP van Zoutelande",52,,1
631,"f21d2a7459a9e1f34c4c6cd50de5ef89e6793b5c",9,,"P.A.","TWENT",52,,1
632,"81a6e38d67654d3fa14e27c71e23909fb230f316",12,,"","Tacon",48,,1
633,"cdd8b7c123fed332fa2ffdd7b64040fec02d56b7",12,,"","Taillade",48,,1
634,"fbb7be2cae065422df694a8e36b9a201f0a74f64",7,,"","Tancarville",48,,1
635,"45a5283e3d0eec21bfd64e3fa8350ec05f5f1bd3",5,19,"","Teste",48,,1
636,"300b0658b7eb5112dd258fcefa97759ed7d840b3",7,,"","Thibaut",48,,1
637,"d4a6d2586803a2f6ad5d2f664125b7ab88feb78f",10,,"","Thiebault",48,,1
638,"f30d6fa75f7a34eb24400471c92f774a95563e46",12,,"","Thomas",48,,1
639,"7b978aea532f8074da5f909c6c968bb34ffc7091",7,,"","Thurot",48,,1
640,"46c0d5587c7534c2ab81fa1faf88470e17e8ffcb",7,,"","Tissot",48,,1
641,"980d0dde61a95db3bf960c0571eb5305f2b5dbf7",12,,"","Tortel",48,,1
642,"61dfe55c65e8b59860a3ab28ed7e61dc3d9c956d",8,,"","Toussain",48,,1
643,"c879c59ee3646285ace3ccafad097cf32db42235",7,19,"","Trappier de Malcolm",48,,1
644,"5acece6cecd0197dd02044b2102a14fab99ccb80",8,19,"E.","Travers, baron de Jevers",48,,1
645,"4935b295a70d3b329e0fdba19dd77246f95d699a",7,,"","Trefcon",48,,1
646,"1be019bb4ddff32edb6ca4d3eef9a59ef774cb3f",7,,"","Trezel",48,,1
647,"bc7b959355285aff324b5879bdf9ed6b4f74d5e9",7,,"","Trippe",48,,1
648,"6a7b08914b836a6b9e75b1cbddd827ef138a6946",7,,"","Trupel",48,,1
649,"924409cdf8377db66d1362e406355a2e5f45b208",12,,"G.W.","UNETT",47,,1
650,"41a3b9548a73d6767e80fac177ef0d609a2e0b89",12,,"","VALENKAMPF",51,,1
651,"6beaf9b67bd5166b7d1e7d824f163d9d8870501a",6,18,"John","VANDELEUR",47,,1
652,"d4ecf76f4d634996a52f7b059cdd805b9bd49eca",9,,"F.C.","VANDESANDE",52,,1
653,"470fbc8e22a278eeb337ff66b997f6f88dee6192",12,,"","VDV Gérard",48,,1
654,"d204877f8046fd02266942a61a8c90ba444dc52c",6,18,"Hussey","VIVIAN",47,,1
655,"259032d7e7c55ddca5c0ee9a98b11c997dc9661a",12,,"","VOITUS",51,,1
656,"e928d19bcbdcbe956fb272e6e25527f383865a2b",12,,"","VOLLMAR",51,,1
657,"ffc750ba1db21c9b72d2cb4d3d0f6d3f1815f899",12,,"","Vaillant",48,,1
658,"f734a09602b385ed73233a8eac28a25ce4ca27eb",8,,"","Valazé",48,,1
659,"8df851cdcb49a5c653e950e8de715ae01f88fba6",12,,"","Valette",48,,1
660,"3e91209873db1fc77c303b8040337ac2e39b4f4a",8,,"","Vallin",48,,1
661,"3ed730b9d989eeee24db9a2173d4babb8aad5085",12,,"","Valnet",48,,1
662,"90ee39a7a5d1b270b4233735c5f08b29031dc6f4",5,,"","Vandamme",48,,1
663,"c14c035078b49d6f5e0bc4511b7eb9f040043158",7,19,"","Vautrin",48,,1
664,"7b7c458878b5d7ce9c4b23853502f86b83834b1a",7,19,"","Vernier",48,,1
665,"13a6b2bd5d447ec7273612393509e4f5a8a66904",8,19,"","Vial",48,,1
666,"53a4d3305772542a9ae496131d1bcc4ce96397ec",7,,"","Viala",48,,1
667,"c474c7f2f16e497b29cc968ad4c6cfee2ad2c20d",5,19,"L.J.","Vichery",48,,1
668,"f75f4c58afdb07b1642e5eadb08de229e09ac947",8,19,"","Vincent",48,,1
669,"79dd9f9d95e97511871e2b15fabb454446f20de3",8,19,"","Vinot",48,,1
670,"59865be5c456c612a520d7cdfaa63d6ee9ed9d2e",12,,"","Vollée",48,,1
671,"9252811c65b38b5d3442c90e85f2afbb2d0a436b",9,20,"J.","WALDEGRAVE",47,,1
672,"c53f3a57edd1257a2005c95274dc8647eb378605",9,,"J.","WEBBER-SMITH",47,,1
673,"41903c4ac8c80752264531d9e6d3ae1af0386e77",9,,"J.J.","WESTEMBERG",52,,1
674,"4fa7db18a8ce3dac43da0a8c61ba16b5686a1672",12,,"Edward","WHINYATES",47,,1
675,"af77ada7689babb41bd375d3c1e36ac4d53043ca",9,,"J.S.","WILLIAMSON",47,,1
676,"ad5f1fea8c28e653c565d8757e745f188986dc29",12,,"","WITTEN",51,,1
677,"27dc8e259822e539ad0df65291d201832c683822",10,,"A.G.","WOODFORD",47,,1
678,"c52feb82733660304e265036e66118c277d93512",13,,"","WORCKE",51,,1
679,"c28b0d20cf70e1e2bdc566af0eff4b5702ea493b",10,,"","WULFFEN",51,,1
680,"072778881ee09e2acfec35072af88c42441b4da2",12,,"P.","WYNANDS",52,,1
681,"a703677afc80dcb0f17cf0df76db89c35a5fec03",12,,"","Walter",48,,1
682,"dedde79eff91055a1c34d7111ee94dacab03713d",5,20,"","Wathier St-Alphonse",48,,1
683,"80de680f2a88db124b1490891e0a2b7eb27fe295",8,,"","Wathiez",48,,1
684,"dd0ca929228d2e98075fe6534409c003239b9465",2,26,"Arthur ","Wellesley, duke of WELLINGTON",47,,1
685,"d27853701c7003e17c4cdfc1cde2799204243743",12,,"","William",48,,1
686,"057e22c4bb3c18b71e9e99b36d276b1aca558f17",7,18,"A.","Wood",47,,1
687,"f2bc9affffb2bb1af70ff8b205eae952f3ec6b78",13,,"","ZEIST",52,,1
688,"36efd7d4db10a6f715c6062ee5af3ae54d889318",7,,"","Zenowicz",48,,1
689,"120a332d03083d1d3558ee94eb0a1c7c6ec129ad",10,,"","baron von ROMBERG",51,,1
690,"0cf3451440b83212622a69aa818233accad2ccc2",9,22,"E.","d'ARENBERG",52,,1
691,"e9a7e94cffb4b76504e625ab541b12aea5c75a2e",6,20,"A.K.","d'AUBREME",52,,1
692,"0c40a7977d90315a35f49ea1412e059ee1c66f53",6,,"F.","d'HAUW",52,,1
693,"f32bd15e655526c2fa64dd0997b32b4c4b630adb",7,,"","d'Hincourt",48,,1
694,"4ec38b26f90f1371cd3a61fca5dbc70fa0870ed2",7,,"J.B.","de BRUYN",52,,1
695,"6e4baf6033380acb5a53bbe194c0bf15a3edc568",8,,"","de Bellair",48,,1
696,"a3110890c4ec96a8917098c95ee181b6632bc902",5,19,"J.A.","de COLLAERT",52,,1
697,"4c6ad050d2e41d18da7782cee4bcecc8443ee8dd",8,20,"A.","de Colbert",48,,1
698,"af7bd5d0c4a56c28cd8092e9aca37e17428fdf77",6,19,"J.V.","de Constant-Rebecque",47,,1
699,"cf17d82a480f37bccd5b112fec1cbbb136330eb8",7,,"","de Cubières",48,,1
700,"8d1e10801aaa2812690e62cbef4dc71a322a2912",6,,"D.J.","de EERENS",52,,1
701,"07eaccc734077640996887badbe3c1bfd8d28fbd",7,,"","de Faudoas",48,,1
702,"7f1aa34760c29e8f58ec40acccdcc2b7ec40226a",7,20,"","de Forbin-Janson",48,,1
703,"ed3858479cfd7c3796d2e8e616c579d5e7956f83",6,19,"C.E.","de GHIGNY",52,,1
704,"cfa0de858875c345ad0495d3c62aceb31e1ae30a",7,,"","de Galbois",48,,1
705,"2537955377d4d79dc50d19a211135f62660b7bb4",3,20,"","de Grouchy",48,,1
706,"b9be48f5fa735ea2f7209712621f1b5fd79d7a19",7,,"A.F.","de Grouchy",48,,1
707,"460f253380eaa557761addc39b3b87e375b8d3f5",,,"","de Guerchy",48,,1
708,"b12ebda3de607def530ddcfc91fbeaaf61b66379",5,20,"","de Guilleminot",48,,1
709,"e3167c0e0f208e2890888a040235d52c6ac7260b",9,,"W.A.","de JONG",52,,1
710,"796971a18a6ba1d3d73823938a1006f134cbc5b4",9,,"C.F.","de JONQUIERES",47,,1
711,"d392da138c54df775c5762447d9901f1e750e97a",7,,"","de Lacroix",48,,1
712,"94b55668662a872f36a9937dbd9323e94c69bdd6",7,27,"A.","de Lawoestine",48,,1
713,"fb996484872a208acbb2ab6763730cb6b46c3b77",9,,"E.","de MAN",52,,1
714,"08919f27c0cc0591a3e87e0fe47f45228a724001",9,,"E.A.","de MERCX de Corbais",52,,1
715,"01211fc2abfc99594a395a284572d9e20fee27e3",12,,"","de Marcillac",48,,1
716,"b0c1348cb875cbff45509838cc3fd45170f05ede",8,19,"","de Richemont",48,,1
717,"7e220b18766e6bed4a972b1c1f53a78745ae072b",7,21,"Bernard","de Saxe-Weimar",52,,1
718,"640775dd74b166fde4fab0c0e9c5c8c24a020155",9,,"J.","de TREES",52,,1
719,"5a30b44d6f3f9a360f04608c25e9d93038432eda",,28,"","de Turenne",48,,1
720,"89432b6736a498a2779bf861b7d9e88b41635ec6",8,28,"L.","de Villers",48,,1
721,"805f7f76062e5ecb19d0b45abaae2df4beb9a7ce",10,,"J.A.","de la SARRAZ",52,,1
722,"7df7bcf6a9775baedd9bac6ccfb68366035e1a80",7,20,"P.E.","de lbert-Chabanais",48,,1
723,"63196ca52eef15724fdd15b30124432b7ecb957d",8,19,"","deSalle",48,,1
724,"f0e249aa59e053d56928b19f32eba36efea17a7a",5,21,"Frederick","des Pays-Bas",47,,1
725,"b37b5fdfbad633e7f90a23c3cf2104da3ff5e339",12,,"L.H.","du BOIS",52,,1
726,"f3bc5790db3090dd9508867f10011ca3caed5021",7,19,"","du Kermont",48,,1
727,"8bac0346945b6458cc395f6acaf276040852b01e",9,,"Ch.","du PLAT",47,,1
728,"d21eb561c63d2f72a6bb2e2cfcab92dfc88bb6bd",13,,"","van GAHLEN",52,,1
729,"adb996872c1c86dd7af1a9cdc09ae39df794e61d",9,,"R.","van HEECKEREN van Molencate",52,,1
730,"f5d0d2a6af123cb31d4eb652d995845f3d0139e3",12,19,"C.A. ","van HEINCKEN",52,,1
731,"73bed775b082682d1c64e0e9bb60984129490ed8",9,,"S.R.","van HULSTEIN",52,,1
732,"7e2ec9e1e62144906533b9dc2a1f6a8249257e8a",9,19,"F.","van LAWICK van PABST",52,,1
733,"07843f63020c011a4301d7cab2e8f9f749abb28b",6,19,"J.B.","van MERLEN",52,,1
734,"2717043c2c53d9f533d1d3fe822704e4915f067c",9,,"N.","van MOLZ-WIELING",52,,1
735,"5946183509d68425fca9915d912306592dd0ddaf",9,,"F.W.","van OMMEREN",52,,1
736,"f0880fa14c6e1f37732f7e9ec11dcf459d3e87f8",9,,"A.G.","van THIELEN",52,,1
737,"d50191da3be8e13741dd304da18a46ffc8e1c1e1",13,,"","van der HOEVEN",52,,1
738,"3125bf9fa4fcf4e7f19d5b98ee1dd730cb2f552f",6,29,"H.J.","van der Wyck",47,,1
739,"2f251bd4ddcae67a90a1e7427bd7521fe9de85c7",5,20,"","von ALTEN",49,,1
740,"45a9b632bb9abb6a8d13667b0cb2ddeaac387303",5,20,"Charles","von ALTEN",47,,1
741,"7b6610056a4be2f9feb8009c221772a2f8e03e1e",12,,"","von ALTENSTEIN",51,,1
742,"8a87bca7e3d45863058c1885e4544286d66a8369",12,,"","von ANDERS",51,,1
743,"08a906a7b9ad3ce7d8c4eca55d612dfd8e8a5323",7,18,"F.","von ARENTSCHILDT",47,,1
744,"f1a194b994c6e8d8a4343a5420f6a7317a78908c",10,,"","von ARNIM",51,,1
745,"496db8bfe2cee0a0fc68365c38090cf65da55b7f",10,,"","von BARDELEBEN",51,,1
746,"995cf9da6d4030005c51b627a99dda200be18f92",10,,"","von BECKENDORF",51,,1
747,"13ecf87165546c8e775a27c95c6b4e4c42037113",9,,"","von BENNIGSEN",49,,1
748,"93a799aae773f32070361b7c378f20649925c9f7",7,,"","von BISMARCK",51,,1
749,"02502dd7fc3509592e4f8f441cc51642f14d76aa",10,,"","von BLANCKENBURG",51,,1
750,"9269c90788d95402aa5dd4463effb53b8e500eca",9,,"","von BLANDOWSKY",51,,1
751,"691daf18f898f435cbe1d9ff1fb57b1ad8ab3dbc",6,,"","von BORCKE",51,,1
752,"1e97e5e60a8a211a960d33d427af6ddd8f402a93",9,,"","von BORCKE",51,,1
753,"fb6e893c2776338d2502b802c382da799ed27f6b",12,,"","von BOROWSKY",51,,1
754,"e1f3e1bcaa082726b1437c233eb90f7e3d5b4864",10,,"","von BORSTELL",51,,1
755,"915773ae5c6b1b83e7bd0a10ab14e61d31b83e75",6,,"","von BOSE",51,,1
756,"bbf4ab137c0398ba98199f748da7722a58710d26",9,,"","von BRANDENSTEIN",51,,1
757,"f7b4c0513136609740edea5fa51628a63e5058ed",10,,"","von BRAUNSCHWEIG",51,,1
758,"9fd07563f971d9d5ef6d7ac29ee40485060b6f35",6,,"","von BRAUSE",51,,1
759,"af5e74339c2e47cbec524583375888cbe931c37d",10,,"","von BUSCHE",51,,1
760,"bc35c5168eaffb6c37d118c57194d49e4d2bba8c",10,19,"","von BUSCHE-HUNEFELD",49,,1
761,"759763473c555ff233f12fb8b82358dbaf8feeed",9,,"A.A.","von BUSSCHE",49,,1
762,"2555dd59077802b0a5cd50e149fa67536092adbf",9,,"L.","von BUSSCHE",47,,1
763,"8e2ea0b7913e24479c9cef6fc568592051e974ea",9,,"","von BUTTLAR",50,,1
764,"b9c25eb368489bf4c612bdfa14d16b2d3271ce16",10,,"","von BÜLOW",49,,1
765,"5229dff3bbda94b40fa2516e0b0431b62b6e176f",9,,"J.","von BÜLOW",47,,1
766,"8f4627e2b29b764e410b6c57f8a7382e4bb9d1b6",10,,"","von CARDELL",51,,1
767,"1f0695fd9a2aa98478fea0b8776bcf3b19ca40db",10,,"","von COLOMB",51,,1
768,"cddd431374c8655360e9ed4534bbdb6624f2d87f",7,,"","von CREILSHEIM",51,,1
769,"561f42e95cd1b3758999776befb1a1bd309de202",10,,"","von DITFURTH",51,,1
770,"469ffe79123e3bd443756a01f7f0b5f5a1e37b65",6,,"William B.","von DOERNBERG",47,,1
771,"a7090912dfc8862cb6d30bd218334872ea2c47e6",7,20,"","von DOHNA",51,,1
772,"0fa44ff279fbbddbd8074220b153b2c5a1f1c4c6",9,,"F.W.","von DRESSEL",52,,1
773,"a1564157226a2b4ea1738ed871d8388d36227d9c",7,,"","von EICKE",51,,1
774,"3a41c76b5271a535ead64f180f011d77145dd087",10,,"","von ENGELHART",51,,1
775,"56a99633442e4c08bd97fe424644cccd9e33d16e",7,19,"H.S.","von ESTRORFF",49,,1
776,"d89cd73dfd2ee9878d97ad5cd4c99e475ffd5955",10,,"","von FALCKENHAUSEN",51,,1
777,"5836a8af19e989f0b336ad75a49eb8ee684e2471",10,20,"","von FINKENSTEIN",51,,1
778,"41ce4ea844685720f48aea7ae2ba14f348d1dc3b",10,,"","von FISCHER",51,,1
779,"a277b20df6367fb9c26dbe6e0ac7659cea10a6bf",10,,"","von FOLGERBERG",51,,1
780,"e405c71f1fe3d2999c9c6bf9d89e5062430ca94e",7,,"","von FUNCK",51,,1
781,"fdf35ea270b21f6b04544a17472576391ebe73c3",10,,"","von GREVENTZ",51,,1
782,"dc275e84e86a9f380a285d8357ee12efa9dbed50",10,,"","von GROEBEN",51,,1
783,"8bb60898884e8f6012697dd2dee8bb1e0f46d07e",9,,"J-C","von HACKE",49,,1
784,"7b72dac683f7051880398cb75080311e4ab49620",6,,"","von HAKE",51,,1
785,"e7e510b108fdb50a5cd89825ba9162476d2c6131",10,,"","von HELLWIG",51,,1
786,"a3e33665cd69c31baa2b0fe9cecd3b775d780455",13,,"","von HERTIG",51,,1
787,"6012cf471e519883e23c207dc256275e8f8bad8b",9,19,"","von HILLER von Gärtringen",51,,1
788,"794c63633aa42b45129ef0d20a1b2600150521c8",6,,"","von HILLER von Gärtringen",51,,1
789,"0ad1e325c070854d5d2903843c6e9609d380b39f",6,,"","von HOBE",51,,1
790,"6c0c66f883a4a7d2d613086bb2584b7c161f53bd",10,,"","von HOLLENBEN",51,,1
791,"7893590c1949830e4cad8612e267184c5c20a3d9",12,,"","von HULSEN",51,,1
792,"47c2a3d641e3d4b907e7a3254ecaf1c10616c0ac",10,,"","von HYMEN",51,,1
793,"69a28e59b7fac9650ab6d3c9eefa45519e59864e",6,,"","von JAGOW",51,,1
794,"b637c29955a231723a6621f40c8cb9f82a6b8137",9,,"","von KAMEKE",51,,1
795,"c7a950ef21f942ad0271076fc38bd875cf38e068",10,,"","von KAMEKE",51,,1
796,"559a59f809e4ab21b626bfd7807d685c2ef5940e",10,,"","von KAMEKE",51,,1
797,"794e59ef91f1d4c950890ad5f9cb9cb87aa1aa2b",9,,"","von KEMPHEN",51,,1
798,"7d16c914e772a57ce076b06f1dacd7ca6dd6bdb5",10,,"","von KETTELOOT",51,,1
799,"bcfd7245d186110d1dd264ecb1690bba84f0b338",9,,"","von KLENCKE",49,,1
800,"3095ca2f0720711230d57340090dfb79d25d992a",10,,"","von KLINKOWSTROEM",51,,1
801,"06f636e7728da317b739f72d771d96a38199cf45",6,,"","von KRAFFT",51,,1
802,"6e0afb9a68cde7403eb4e258e4ff14f94f4b0703",10,,"","von KRAHN",51,,1
803,"21780e239469ac236855db8f20a4514493b67af0",6,,"","von KRAUSENECK (§)",51,,1
804,"f75e29555c36cc2aa62b999060423754e9ff8cf9",6,,"A.H.E","von KRUSE",52,,1
805,"1c5b590f19fdea68986c7414948d267e4ba323a5",13,,"","von LANGENDORF",51,,1
806,"4f261a7364fa5e131b450cfa240a22d863c8aee2",10,,"","von LAURENS",51,,1
807,"9f1c6d43d8cf0f324d615941f068c38968dc8cba",12,,"","von LAUTIER",51,,1
808,"06f9c6f33e3d7abced25253ff827ab04f7e89e80",9,,"","von LEDEBUR",51,,1
809,"a51e216acf6d0e79811049fae9d303e8889ddeb6",9,,"","von LEHMANN",51,,1
810,"cd188727f4b45f50fd572c9c26162efb319913c1",13,,"","von LEIPZIGER",51,,1
811,"4d4a98634026ddf4136e84337029d2081258772b",7,,"","von LETTOW",51,,1
812,"8042bc3d836137d1f8ac59b38aa2ecd43ccc55a2",9,,"","von LINSINGEN",47,,1
813,"c8a25d65c63b411a75749199f4684fefedf29819",9,,"A.H.","von LINSINGEN",47,,1
814,"15768668c952d2a1002fee13b197014086df7dd4",7,,"","von LOEBELL",51,,1
815,"7f77af2e3d22041512b67a4bc2228bc0653cbe91",6,,"","von LOSSAU",51,,1
816,"06b3b809ac04264b744b18efb3e878a0355cb27d",6,,"","von LOSTHIN",51,,1
817,"4c4d155c79d72524fb1c1984ef65934a8666232c",,20,"","von LOTTUM",51,,1
818,"a22e427c871f17b34b7b21d787c63592dc609f71",9,,"","von LUTZOW",51,,1
819,"4e7f8ce4309f1f4090a34a3fa09b2bf8541b9355",,,"","von MARWITZ",51,,1
820,"eaeeff8ec261d19e932e1f20a126608260260f98",9,,"","von MASSOW",51,,1
821,"0359f2e5aeac0ab7920761a0a666d8578902eb4d",13,,"","von MENGDEN",51,,1
822,"71d3ba7aac55133dd49bf54d1e63cb18e78c9f57",13,,"","von MERKATZ",51,,1
823,"b731523b5b74246a8fc9134698d658277af8e5e2",10,,"","von MIRBACH",51,,1
824,"abee70a5719144dde5a7d7a9a56fe2f99327a62b",10,,"","von MOERNER",51,,1
825,"9a6c9f8dca8c789992d53834588083317ac325b9",12,,"","von MOLL",50,,1
826,"a34d8c9d9bff53b9afb4c76d621f3185f07e7137",10,,"","von MULLER",51,,1
827,"f5fd2a13614dbc23a4b7254bf305ac6c80ea27d0",9,,"","von NATZMER",51,,1
828,"aadfbb3b7813b911461753421834affdf17af956",10,,"","von NAUENDORF",52,,1
829,"961991d0d4a30d5b4797ed77b619fef38ff433eb",13,,"","von NEANDER",51,,1
830,"184dcd3b3b737b349124448cac8970ce734f64ff",10,,"P.","von NORMANN",52,,1
831,"15645ac1e047e624866ba06385b283f17030d595",12,,"","von NUMERS",51,,1
832,"f0f50f9b2bedf49e60835d93fb5bb084a62d2f6c",7,19,"Ch.","von OMPTEDA",47,,1
833,"5f677ac79bc7194f5cb879f490782c03b6853d8b",9,,"","von OTHEGRAVEN",51,,1
834,"13103404d7e1f8d24f4059fe64c91fc9f05a7c02",10,,"","von PETERSDORF",51,,1
835,"8704f3dc76cf1c7de9edec84620841580727ca4d",10,,"","von PEWELS",51,,1
836,"367dc5805a2d3130f704a5cba964996044c06295",5,,"","von PIRCH I",51,,1
837,"9f5c76ab2cc793f1a2005c353b6734dfa25d4d88",6,,"","von PIRCH II",51,,1
838,"5e6c9530db5fceee523cdfad705cc5ece2d1ff35",10,,"","von PREEN",52,,1
839,"9fee17e6c7e2617677371dbc4363d74ab7cfb60c",10,,"","von RANGO",51,,1
840,"51f6d8b97f6e9de13c9635326c408d8859fd6434",10,,"","von RAUSSCHENPLATT",50,,1
841,"241000bff57d56fddec106bf2320011b282d2125",10,,"","von RAVEN",51,,1
842,"1dc76cd2616e8867b4c8f8df04873035e41d7977",10,,"","von RECKOW",51,,1
843,"59a817e232841cd930adfe06e59f1413879b798e",9,,"","von RECKOW",51,,1
844,"eda65a3b0bd02a20ae3d74e81b32392d1d1b60b4",12,,"","von RETTBERG",49,,1
845,"148419fc209fe476a6900178c0e93f8a2be1a86b",7,,"","von REUSS",51,,1
846,"81b3bf12054fcedad211e6b18eae541fb049e4bb",10,,"","von ROEBEL",51,,1
847,"1263f06062099efc419b9d595a9c4680145dbf2d",10,,"","von ROEDER",51,,1
848,"6b2eaf9c8cba17f165ce4e98458e635ddfe69b9b",6,,"","von ROEDER",51,,1
849,"3c7d164e3a42ede59443b51674afeefdc2930e0b",7,,"","von ROHR",51,,1
850,"aa015a81e5cf7aad224d4ec8003b2b22861af0e7",13,,"","von ROSENBERG",51,,1
851,"646406f14b29738fbe081eadbdcdbdee71fda44e",7,,"","von RUCHEL-KLEIST",51,,1
852,"28591dee559ca6524199ce75635b592d993c435e",12,,"","von RUDORFF",51,,1
853,"d46c1bcaa4795c8fd92ae42b49dc624647b9d9fe",6,,"","von RYSSEL",51,,1
854,"5ae47afab222282dd5ad325b88d2d7ced4f8766f",6,,"","von RYSSEL",51,,1
855,"0e08d5eb5f86c9e2d8a52826d39f7881d011fa12",10,,"","von SACK",51,,1
856,"d361f602cfdf74cf6ce70ac12cefe9c43c1c3edd",10,,"","von SCHILL",51,,1
857,"4a8bdc29dcc2ed2639dcc67d5d0726e74c6bf04d",10,,"","von SCHKOPP",49,,1
858,"93c819dec5eee105eb253ed020af9c30e5c530ed",10,,"","von SCHMALENSEE",51,,1
859,"461b0b7a85e999af36919b9b19ea898ffb45f533",9,,"","von SCHMELING",51,,1
860,"9566e7a26ce64fa13b1e11f29065ed3fc037bbbc",10,,"","von SCHMID",49,,1
861,"ebd4ab1c20005f0fc46c687df3984f72cc4ae714",10,,"","von SCHMIDT",51,,1
862,"b0da137b94e96a871bc737db069399af2e4305e6",9,,"","von SCHMIEDEBERG",51,,1
863,"b87768fe3e19cc09b002a692c8bbfc072692972c",,,"J.C.","von SCHROEDER",47,,1
864,"43b0d69445b45efc183cf69399719b6a7d24396b",,20,"","von SCHULENBURG",51,,1
865,"c8b296151633290d340e9609065b886a4e86b38b",9,,"","von SCHULLENBURG",49,,1
866,"f44f071c5418d21c7496734bacd9a459a3925062",7,,"","von SCHUTTER",51,,1
867,"029239c051ea9afb8729083147f886895d67fb03",7,20,"","von SCHWERIN",51,,1
868,"24407b3d9ad6db1af36bda02642677ca029de3f4",9,,"","von SEIDLITZ",51,,1
869,"f02cd5c6841cbb0ceb19383b6d420e710c165e00",9,,"","von SOHR",51,,1
870,"196becc53173ceefcb446b9ba27d1346fa9cb636",9,,"","von SPECHT",50,,1
