"id","sha1","rank","title","firstname","lastname","nation","wikidata","source"
292,"71304f397ccab68f28bb024e54cecf01670e219f",10,,"L.","HEISE",47,,1
293,"697b7cbc3230c85bf3883ec2794e37a6f9b527be",6,20,"","HENKEL von Donnersmark",51,,1
294,"253e70a028c62f719fcd99592fffe4ca34c99a8c",13,,"","HENSEL II",51,,1
295,"d81bb41f21bccc42c5c597a73c1d4e742a7f411d",10,,"F.","HEPBURN",47,,1
296,"2f73a1670c6dcdf84a3b2595fa2eae417ae7960f",13,,"","HERMANN",51,,1
297,"2741ffe0b0375b3a62491dcb7aba9e98dfc710da",10,,"A.R.","HEYLAND",47,,1
298,"0e54eec5efd5ec055271eadffd21ea414ca45e46",10,,"J.","HICKS",47,,1
299,"4294c3f6fc90b7ae85597ba4304e8543690f2525",9,18,"Rob.C.","HILL",47,,1
300,"e85c307ffd2f5370e9ae08355803307b82f37aa5",5,26,"Rowland","HILL",47,,1
301,"83516c8542c584c1d7bd525d543293316aac206b",13,,"","HOLSCHE",51,,1
302,"3f375922786126897ad90d509a834ec42b75da7f",5,,"G.J.","HOLSMAN",52,,1
303,"f9c1f2382e1ac2d0f3ec080e31173a9cfd03cbda",10,,"","HOLSTEIN",50,,1
304,"6aef10edc10066ec0fcccab9e0d5389bc5084322",12,,"","HOLTORFF",51,,1
305,"a97d564951afffb4b66ece28775d32e4840f8683",12,,"","HUET",51,,1
306,"08081eb35597163d9fc5ff89a60a7f7d5344b04c",12,,"","HUNT",47,,1
307,"c6c7ae50fff7e4be5c42e7eb80e1424bb4d79e7d",12,,"Th.","HUTCHESSON",47,,1
308,"a57a41c16b67431e14c959372c97af58780a0562",5,19,"","Habert",48,,1
309,"ad1f2e4c51f9bf4c96a903f72ef1e860eba036b5",7,,"","Habert",48,,1
310,"0504dc5a550207cae5ab20d447aa71c677997072",12,,"","Hamelin",48,,1
311,"c8578d3fed0f7377e3da2532ad283ab6fdd17de8",8,,"","Harlet",48,,1
312,"9798a30b21d607d469bcfbf6bd8ebc99624feb6d",5,19,"","Haxo",48,,1
313,"742df821dacfd0b661f036d48edd0b6d5b233250",8,,"","Henrion",48,,1
314,"c3933ee48333d13386c2014b9f733bab9ba26cf8",10,,"Henry","Henry ASKEW",47,,1
315,"f2a51f910e6fbb540657cbe9893f0e73f344fe9b",7,,"","Heriot",48,,1
316,"6081603c6bfd9ca4a60d7df63341654167847602",7,,"","Hervé",48,,1
317,"60d1b413ce5ae11ba6eb67a190487b18d2709b23",7,,"","Heymès",48,,1
318,"c4f4953be59b717636232b59b3089b32d04c9710",7,,"","Higonet",48,,1
319,"8704f139a18e7ca4bf953accf14a2272ebac0499",7,,"","Hortode",48,,1
320,"c7dca2b61093646e9496af013e471384aa0c9679",8,19,"","Houssin de St-Laurent",48,,1
321,"b9bef8c9fac712c22d7ecf19986edab165cdf0e5",7,18,"William ","Howe de Lancey",47,,1
322,"af74d316ed0c6610083708ce55bcd36d64647d28",12,,"","Hubert",48,,1
323,"51f81accc8e180dd300dfe7947ac825dc52de6da",8,19,"","Hubert",48,,1
324,"dc9c2d91d9adc9f99a45b8fe715996ccb7a23852",13,,"E.","Hubert",48,,1
325,"80cdea9394a5639e691cdc6fd51d9a46ea5ece39",7,23,"","Hudry",48,,1
326,"c376beab00869cabbb557005765049eb52602da2",7,,"","Hugo",48,,1
327,"3643af469056e42d7f2015388ac5c05abfe30e81",8,19,"","Hulot",48,,1
328,"5df95d1545d0f4ec33c97417f1bcfe5ba28adc5f",7,19,"","Hurel",48,,1
329,"fc72c0399db523e30317e473faed1e30b62aa34d",8,19,"","Husson",48,,1
330,"a7f78d04c49aa715d3cb8630bf5411c53540cb67",12,,"C.","ILBERT",47,,1
331,"c50eb0fdb0b4da12fda4fc8c661e9384a16941cc",13,,"","JENICHEN",51,,1
332,"7652e918053e1b62987b09208830017c2c5175f7",6,,"G.","JOHNSTONE",47,,1
333,"ae0008e62b7e7f6931a8fa562861d63f606ab6e7",13,,"","JUNHANS",51,,1
334,"bcc0e3f554ddfcd18e011fccb1d7a9041f25c263",7,19,"","Jacqueminot",48,,1
335,"7621fad5d678656b8528822ece4c05939b93dba1",12,,"","Jacques",48,,1
336,"aaa34ffd4d4d4e1d34ac50907752b6070631d095",7,,"","Jacquinot",48,,1
337,"69df6e7e5f697dac715f32f9eab46b8b218f0eee",5,19,"","Jacquinot",48,,1
338,"7c44867f680082778de07f0587c85437dc74c662",8,,"","Jamin",48,,1
339,"6502d3274cc3b39d1c8ce61c73b4755a63b15a97",8,28,"J.B.","Jamin",48,,1
340,"b4ab183d10e3dec3389cdc5f7b0af2cc1fc1564e",8,,"M.","Jamin",48,,1
341,"83c23b153bc5c8f46a1a89f83faaf05ff9934a88",7,,"","Janin",48,,1
342,"13a6459284ee678a36b87eb08bdd1d86d2903fbf",5,19,"","Jannin",48,,1
343,"394c62d9d307c7ee6a513ea0efa6b9bcd8764a21",7,,"","Juchereau de St Denis",48,,1
344,"c6dee200bbdea3182e393d85f64e7749cc7c9021",12,,"N.L.","KAEMPHER",52,,1
345,"5badad0fedcf231aa21797324196e15bc167e600",6,18,"James","KEMPT",47,,1
346,"7676d4998797f662423df83e9939432f03bf059d",9,18,"E.","KERRISON",47,,1
347,"8a8b6dc1ba163fff9809536a9d5366cbb5af5e61",6,20,"","KIELMANSEGGE",49,,1
348,"940f5d9b6161c92aba0038461aca49d554e80bed",9,20,"F.","KIELMANSSEGGE",49,,1
349,"9b18624d670411c210e9bb037e2c6864d2fd5c45",13,,"","KIKKERT",52,,1
350,"eb533517fd3f8cc4f15074c48dc43ac7212eaf79",9,,"F.","KNOTZER",47,,1
351,"d92b20e5f823bad985dfb6bdea57368f9cab84bc",12,,"","KOEPPEN",51,,1
352,"8a17ee7985e69197b23104199b64655ad263fcf3",10,,"H.J.","KUHLMANN",47,,1
353,"68216a50a8810d31c8a8ac7252d5decc602f5338",9,,"W.","KUYCK",52,,1
354,"9171cc9ada6036cda3312e75fa8be0e04dfd525e",12,,"C.F.","KWRAHMER de BICHIN",52,,1
355,"91b6918083a526591f23476273340245d1225a6a",5,20,"F.","Kellerman, Comte de Valmy",48,,1
356,"6125f02248fba293c9f54388a00c78c2dbcfc68c",9,,"E.P.","L'HONNEUX",52,,1
357,"c8967f5e6f9672fd2541ed4690b429207df22302",6,18,"John","LAMBERT",47,,1
358,"6b9d5c6a0d10350a2a3fc3ee695a7b0325c41f01",9,,"C.M.","LECHLEITNER",52,,1
359,"6d3bc8fc98df6be07b02cf598ae985273e20d5d9",9,,"","LEHMANN",51,,1
360,"5f36d4fd75e82a9dbae10d4482ca45fb9720a59a",13,,"","LENT",51,,1
361,"539b09a7f440e0de11ad6b858641c650286850ee",13,,"","LEO II",51,,1
362,"b24f423c03c18d912f468736965f7318ece0051e",13,,"","LEUTNER",52,,1
363,"c0c20db050af9deee5038f0399278f888b2579ae",12,,"Wm F.","LLOYD",47,,1
364,"575bd9910e849864688bdcd039ae91b8df719c63",13,,"","LOTTNER",51,,1
365,"a36e6a549af14ab85623fd44bb179793302ef247",12,,"J.H.","LUX",52,,1
366,"2d33312dd7e3dd8618726afdc60b3a0a2bdc93f9",10,24,"E.P.","LYGON",47,,1
367,"84a0f2f378208bac2e40b15306a416cdced54cf0",6,18,"James","LYON",49,,1
368,"9a319de30ab1e5167562b2581e1c8d9ddfe7d871",7,,"","Labiffe",48,,1
369,"b32ea0b4307ff3035846e66e5dc4c0874cb48755",5,19,"P.","Lacroix",48,,1
370,"99706a9531d7885e80ccbbc23acd10063b90c542",8,,"","Laffite",48,,1
371,"8e3bcaa6855de4203542b2f2b16fe2f50c851375",7,,"","Laflèche",48,,1
372,"fb15351fbe1887cf5232434350aa6ee883c40748",8,19,"","Lagarde",48,,1
373,"3cd393015faced265c95dcbbcbc55bbb1ef9279b",7,,"","Lahuberdière",48,,1
374,"03cfed3953b5772818ce131957fa55c1f54d5d34",8,19,"F.","Lallemand",48,,1
375,"ba3f2d0ee0e447c0bf933c9280dea52ed8c83d01",8,19,"H.D.","Lallemand",48,,1
376,"125764a572f02f5aad979aefe7f610e88db51247",,,"","Lambert",48,,1
377,"b9c51ae9dfbd583966bd72a72f2bf5c70d125355",12,,"","Langlois",48,,1
378,"01d8d031eaab283e562802e0efcfcb47c2e69951",,19,"D.","Larrey",48,,1
379,"2a79b2486783e8c20ea604aeae05e81fa6ae7d6b",12,,"","Laude",48,,1
380,"643590c698ce5aa654518ea73f4e56b6b54a55f8",7,,"","Laurent",48,,1
381,"19a3e116f3d5b15bb85764e63cb31cd4c9b7a46e",7,23,"","Laurin",48,,1
382,"6a55376667d3b14b99a22af4fc25f57433152079",7,,"","Lavigne",48,,1
383,"3507f5e6aa391facf9177bb2a7e57d3c2e0273e8",7,,"","Lavrède",48,,1
384,"dddbb3628ceefb0dc27956134ce35ed6887b0757",,19,"","Le Sénéchal",48,,1
385,"28ec303da07a3989b827f21c93e619eaec8c563a",8,19,"","Le capitaine",48,,1
386,"4fe49364a53556e7ce505ddc7396bd26392f49c5",12,,"","LePescheur",48,,1
387,"423c4250e167f445a63dbb41b9c9352ba5dcc671",12,,"","Lebeau",48,,1
388,"ff29c53670939a1844dc4cd455e74510eb8ba58d",12,,"","Lecocq",48,,1
389,"2b548dc8198ef432c40153ce902bd4f5d6b7d6d2",12,,"","Lecorbeiller",48,,1
390,"2ff3607ad67f154cb06c2d60fefb8b1431d69bc1",7,,"","Lecoutrier",48,,1
391,"f3078059c9ab9e53d66d24d5d8f2ae9a871d54c4",15,,"","Lefebvre-Desvaux",48,,1
392,"6d18630e71b16c6478acac716ebf2745c820a930",5,19,"","Lefol",48,,1
393,"7f7833178713fef90737c0b5970b547db25ea6d1",5,20,"","Lefèvre-Desnoëttes",48,,1
394,"f2a9c1275d6f631f7d8482409ad9f63dd6f9c869",7,,"","Legay d'Arcy",48,,1
395,"fd0220b0615f13ce5866303de763d7b3802ff0c4",12,,"F.","Legrand",48,,1
396,"d94e07cac023825cfab726f160dce4ccf7a049fd",10,,"","Legriel",48,,1
397,"7196299548dfd144ac366050dd52adcf9f38cd30",7,,"","Lejeans",48,,1
398,"d6d265c2b97f0c390ed9b63af0121503f4681fca",12,,"","Lemaire",48,,1
399,"5497f3c6751a99699a7c3d92db00aa464ad706ea",12,,"","Lenoir",48,,1
400,"b2920931b2a995d84d32b1c6812554c41e3729a9",12,,"","Leroux-Douville",48,,1
401,"3a7da86a5e334839c42fe748e42bc1c215314e80",12,,"","Lestrat",48,,1
402,"3d51379367c91cf8cbec2e3e285f185080eecd3d",5,19,"","Letort",48,,1
403,"009a586b80ceaa088d89c9a5ff9089af0f09d318",12,,"","Levasseur",48,,1
404,"27052a98d6c93b741c3f49ebf6cbf569709e3d3f",5,19,"","Lhéritier",48,,1
405,"6611a62a590d0b0d1e170c3a53f708ae6e57a69e",7,19,"","Liégeard",48,,1
406,"620afffb273cb5d9aa4884f3a536caec5262d347",12,,"","Louis",48,,1
407,"f5a8bc5abe8877454b5d1a4ede36d8c9a9a81d38",7,,"","Léopold",48,,1
408,"4fae6a8c7f08be64eafb559f547030f0671ca0b6",9,18,"R.","MACARA",47,,1
409,"f5da1ddbe1824028bf184892c3d1338c2e04789f",9,,"A.A.","MACDONNALD",47,,1
410,"6b84c6e0238105534d97c18e45b885649a7790fd",12,,"","MAGENHOEFER",51,,1
411,"33eac26d404062ad6d4b6944779386cc527ac84b",6,,"P.","MAITLAND",47,,1
412,"e5107b84d3f2396d35efc5f1af7f5ce2132a5f2e",10,,"","MARKOFF",51,,1
413,"03ab1519c9ff90d9af302866b142a1ac6674d8ed",13,,"","MARTITZ",51,,1
414,"40c19e409d1bcc16053641b1854c6e4aa2e0376a",12,,"A.C.","MERCER",47,,1
415,"fc2ccde852263aecf2ff98e2f673f7be00109698",10,,"","METZNER",50,,1
416,"2587c01e07133a87fc17124dfb1ca65b10e76b13",12,,"","MEYER",51,,1
417,"6c776b05b8ae5623664941e1098920f781f17101",9,,"F. Lewis","MEYER",47,,1
418,"20fcd95653b97c6b7b5f04b3687585932d11ce9b",12,,"","MICHAELIS",51,,1
419,"208418b2a62b59b8d2c865be3b831ced31d8e008",9,,"H.","MILLING",47,,1
420,"85ae4297832f5ed84fc311d6eefceee325afec76",7,,"H.H.","MITCHELL",47,,1
421,"bd4180d2fb9bc1c7595a00ba465d8d7dc9ab050a",9,,"Ch.","MORICE",47,,1
422,"550fb904bb925761bf23fd66a9f6ee678cb9d67a",10,,"W.","MORISSON",47,,1
423,"8bd64b96cf4cc5d7740f085d1716399f4d9029e5",13,,"","MUELLER",51,,1
424,"64249b9281ee8957b999895b224143c61599687a",10,,"G.","MULLER",47,,1
425,"6d9eddacaebdc59af74bc13a678667544e7abe15",10,19,"","MUNSTER (baron Gundirig)",49,,1
426,"f8b192ed11e005bfccbaabd3557444f149d61f78",9,24,"Henry","MURRAY",47,,1
427,"dfeda3a0ee1827ec010b4f4bc26afe459198e2e4",9,,"J.","MUTER",47,,1
428,"48c0ea27abe0bc423a8e77a2e402635c6adeebd3",10,,"C.","Mac ALISTER",47,,1
429,"e516ba4b4ae6d79a19936538bc04b6d77a8fd6d8",7,,"","Maigrot",48,,1
430,"01083251027fe33feefa7fb6e3c51678bcc6254d",7,19,"","Maire",48,,1
431,"0678b8819aeef6d3ea9ead37aed1e9f0d3bd500c",12,,"","Malherbe",48,,1
432,"64a8cb56a276c90391cc5d0e07f1cdf01bbf223d",,,"","Mallet",48,,1
433,"14a48fa8fe031f11d693b79c9aed50abb5a7b84f",7,19,"","Marbot",48,,1
434,"931e871b1a60377bc46bc1aafebb95c8ebd238c6",,,"L.","Marchand",48,,1
435,"cd8821e4574ba04a267194aa76eb49fee6629377",5,19,"","Marcognet",48,,1
436,"eb32c087871c99eefc365a6f47c858881e56349b",,22,"H.","Maret duc de Bassano",48,,1
437,"67ffc7a124910c8e9d8ac5a54f4bf6eb2589020e",7,19,"","Marion",48,,1
438,"f6c34e064711dd1b292258407ffc2202e8255ae2",7,,"","Marion",48,,1
439,"7a8ba339aa3d98d7e9111413de5c07dac93d4ab4",12,,"","Marquiaud",48,,1
440,"c15e78ea21e41b8066b69cebc68dea63f6b68f05",7,,"","Martigue",48,,1
441,"9842925af0662dcca5346a622c86fab3f811d5b1",7,,"","Martin",48,,1
442,"01151f18c6b387398036681b6d64f9f86e818d0a",7,,"","Masson",48,,1
443,"a0e869c27a1f59088eaebd29d235ae20ea0c6885",15,,"","Massot",48,,1
444,"bf4c274353c93514d451265e575ba55309cb284c",7,,"","Mathivet",48,,1
445,"72efff89d39289b21152b582ad0488a393644353",7,,"","Matis",48,,1
446,"428823a8ec4f96d15ed83c09dfe50445e899ff78",7,,"","Maurin",48,,1
447,"3248403ff199595a9d2c9cf09c97517ced8e5282",5,,"","Maurin",48,,1
448,"9a71314d4ac566271a6d6eeba99856a58e11a40a",15,23,"","Maurin",48,,1
449,"301e4efc48bca310034581a75c0838e68d4b6d5c",7,19,"","Maury",48,,1
450,"c2fe09a88d6042329da09bed032d6b1943722275",13,,"","Mauzat",48,,1
451,"0791f42f6bc481ec47b3b5ed99c0ecad55c24c4a",4,,"","Mellinet",48,,1
452,"cf4b907edfd7f2368b774cd1b534f71bf6123fd1",8,20,"","Merlin de Douai",48,,1
453,"3514153933be28e0a4c17d07eb9f65dad82b0fb3",12,,"","Meunier",48,,1
454,"3776dad4fd0e98a55a211f8e238008b0a065ba45",7,19,"","Michal",48,,1
455,"c4b1cd15ac7c0f844cbf99b73bfc12e469d4cb2c",5,20,"","Michel",48,,1
456,"d828e9a45b78fbcebcd81cb69ed73064bbb9fc18",5,20,"E.","Milhaud",48,,1
457,"150767e4be127dc917a306367bbc3bc3e5805a39",7,,"","Morin",48,,1
458,"3da16b9a8a2356e1b406a78d702f5d748b176af6",15,,"","Morlaincourt",48,,1
459,"207c38894f8bcb945dd3e174587e3958b8484771",12,,"","Moublanc",48,,1
460,"d6820821c331c3fbecfed1bac98b87887cb78678",7,,"","Mouton",48,,1
461,"f4392357a4e2425a78f33321942c68d25a7f33fc",5,20,"G.","Mouton comte de Lobau",48,,1
462,"cdd2a480a703ecece83716239d145ddb85e0967c",12,,"","Moutonnet",48,,1
463,"5fcc3e2866a3d0541dc0c929218d401a4a4df483",7,,"","Mouttet",48,,1
464,"f835cf5302572121b5e031d2710cd5f64067c112",7,,"","Mugnier",48,,1
465,"95fe70df3d087f3d70948eb3bc1a80cdaee94de9",12,,"","Muller",48,,1
466,"a097dccaebba8f557857a05f8a7cdabfbb6d5ffa",12,,"","NAUCK",51,,1
467,"7528b148e25afc08e732f2c171a7efd31770f4fa",13,,"C.","NAUMANN",52,,1
468,"23ce68f8190e83b146d98a0f59255a1c36c34d09",5,20,"Auguste G.A.","NEITHARDT von GNEISENAU",51,,1
469,"f8e17d8f66a443ae23eb894f7c286a22863f3ec1",9,,"Wm","NICOLAY",49,,1
470,"c78bd87193a719b2ce19013f0ebce97624c29b05",10,,"A.G.","NORCOTT",47,,1
471,"9e749cc4a58a62dc8a5d75fea024bfcb87b5dabc",10,,"","NORMAN",50,,1
472,"617867689a472749cf2f0d751fa27f9ec44fa5c1",12,20,"","NOSTITZ",51,,1
473,"341915d0d2b9eefdbce74772e4be41f4b73c7ed2",12,,"","Nancy",48,,1
474,"eed5b8872ab153cf1e3d875fa1b32669d769b52b",13,,"","Negrier",48,,1
475,"a2e631ad0b0f05783332b25021d5ab94bff6a948",5,19,"","Neigre",48,,1
476,"f7fbcd63fa08802dd1b934193a78d90493da5e6b",8,,"","Nempde du Poyet",48,,1
477,"98e2678bad30ae06f9a5d309ef2929434d980107",3,21,"Michel","Ney",48,,1
478,"29d4bcc12aae7ef0290f60bac25c6020369ef7c1",7,19,"","Nicolas",48,,1
479,"158d0dce8c25fa92453aa5d228c93d1e1a5ebe99",8,,"","Noguès",48,,1
480,"a8e18545852f230ad0343cc730fefb1bd7e03f91",13,,"","Noseda",48,,1
481,"57fdd5985eddf14408a3f842c140f8a19039bf01",5,19,"","Noury",48,,1
482,"6410f2e89c73bf235c9746c77d61499886628560",12,,"","Nye",48,,1
483,"2c252c63a5b1e501325014fe17fcc9306fdc9aaa",12,,"","O'Linus",48,,1
484,"b68cd42f3d34a363b6ef99cda356a2da981915ad",7,20,"","Ordener",48,,1
485,"14f56bb78441d7af21cbb390328eb522ecfd46bd",6,18,"Denis","PACK",47,,1
486,"6e1e234397f68e78319df581989bce034237a77f",5,19,"H.G.","PERPONCHER",52,,1
487,"28fc54767c8b5c7ec515f63da379b19aba468cac",12,,"A.A.","PETTER",52,,1
488,"081b8228babc2a8cbebed29e448387e7606d8dbc",12,,"","PFEIL",51,,1
489,"5a4f5917cb1d3de7324ccafbd1dae0b2b8cd4c58",5,18,"Thomas","PICTON",47,,1
490,"299d60edfae233c278dcb46d5fae87b23561913d",13,,"","PIPPOW",51,,1
491,"03bc3ff82c738d813cb85ab2f0ca4170f9beb936",9,,"","PLESSMANN",51,,1
492,"a838fe3091d1c845ade945b1afce22631afca72f",9,24,"F.C.","PONSOMBY",47,,1
493,"6387449e1098667b691a7292e298bcce2ff76a95",6,18,"William ","PONSOMBY",47,,1
494,"4eefb265aef73d9e15558f7325a59c6d4f0faaef",9,,"W.","POOLMAN",52,,1
495,"2d75b0f67411c77b77bc0f925c188e04c939f57b",9,20,"J.","PORTARLINGTON",47,,1
496,"9954f6ff64e3d3586ea23aa28229076e5ea74e7c",13,,"","POST",51,,1
497,"8d92af42356f7e966b5e09619ddd575822a8e22b",10,,"","POTT",50,,1
498,"94e4fcadcb687268896ce1e12c7d3c74ed0fdc99",10,,"","PROESTLER",50,,1
499,"50977626a96484c9adf91823ce9d0312ebbd0db0",5,26,"Arthur ","Paget, count of UXBRIDGE",47,,1
500,"9c25d6c1794ac2249d280775e40446cd39698b8c",7,,"","Pailhes",48,,1
501,"8b811b05b9e277d835174999f82bb2e9356465e9",5,,"C.P.","Pajol",48,,1
502,"92e0173dfdcf245afbe46d738562c092c280dc13",12,,"","Palepart",48,,1
503,"e08946e578ac1c856d98e5d108bbed22c0cd92c0",7,,"","Paolini",48,,1
504,"94788618587a91f94bd78b2a2a7d41282cd83421",12,,"","Paquet",48,,1
505,"dae0255906630513e1590d4b0534cae25c6d037a",12,,"","Parentin",48,,1
506,"36240d0a842f6ef43ea24e2e216646732e53502d",12,,"","Parisot",48,,1
507,"2bf62e84ec3aa44ebd5e172f5512287e6064417c",8,23,"","Pegot",48,,1
508,"1917bfe6586668e3c93c37a7063e762337652cff",7,,"","Pelecier",48,,1
509,"9381eeaf8b9832b0ee9e2a6c4d197cd433ff2d16",8,19,"","Pelet",48,,1
510,"1ec86203acdfb90ddcbb202c6e418bed4dc7b8b2",8,19,"","Pelletier",48,,1
511,"214c3a25412521a5cf04722ce284835ff67f2d67",8,19,"","Penne",48,,1
512,"dfcec5aabfa37af2bb1818dd1ba63d545eb64243",,,"","Percy",48,,1
513,"b34aae260890524d26fd10b234010d32693d1a63",7,19,"","Petiet-Babut",48,,1
514,"391a88eda2709f713d78e968333754822b137a8b",8,19,"","Petit",48,,1
515,"55be45d2b2a91a2e80e7ad34872b96bdcb210901",7,,"","Peyris",48,,1
516,"661cd425c32d0e224f9e67ebdc9d769b6af4419b",12,,"","Philippe",48,,1
517,"410dca3dd77bd14e1ad3f9b76415817b50cea2e4",8,19,"","Piat",48,,1
518,"bf47022de06b1fa088276bdde510ef12143a007e",7,,"","Picard",48,,1
519,"20202fe94588d6327d660baa64571da13901fab4",8,19,"","Picquet",48,,1
520,"767a812af8e8c55137530c05693868f84fb1e435",,,"P.","Pila",48,,1
521,"3e24a7e61cf8bcac6bc706467c62e04018c1183f",5,27,"","Piré",48,,1
522,"fa3578cb2e59d13f9d0abcb36807e04370319c22",7,,"","Planzeaux",48,,1
523,"734a31d4bb621652c2258168effdcec15d717838",8,,"","Poret de Morvan",48,,1
524,"a5271b29c4e769948575fde50c6290980981681a",,21,"","Prince d'Orange",47,,1
525,"7c1f6c41e4162ca228ed8c1c46bc56b65213464a",12,,"","Provence",48,,1
526,"8a672cacfc7451102424736c007de65445f551fe",5,19,"","Pécheux",48,,1
527,"90a1e935589001b7f115a5a34671182fa2ca7103",7,,"","Péraldi",48,,1
528,"7d502e7033c449846c9854fbc6f1af9b63bf3b0a",10,19,"","QUADT von HUCHTENBRUCK I",51,,1
529,"516146232eb06fa73e870add906a9a7714cc097f",10,,"","QUADT von HUCHTENBRUCK II",51,,1
530,"338e82e79199e13c90ffce58e5b4aeaa027fc570",9,,"Georges","QUENTIN",47,,1
531,"eb23702825a48e9da3c88f8203e443d7584e348c",8,19,"","Quiot",48,,1
532,"aeb58f01eb9868eae6ece20834188a5a037832c0",9,,"","RAMDOHR",49,,1
533,"7194ff7e4267e3681f3ae284d603b1debbc3644f",12,,"W.N.","RAMSAY",47,,1
534,"b50d5dddff15241cff157fddbc6eaaa280e9e387",7,,"H.W.","RANCKE",47,,1
535,"6ef2a6cf5a2fea1770d43ed53af0304dd3be02f7",10,,"F.","REB",47,,1
536,"fb68779ca800043f7c7cd4e47b0bede17d297776",10,,"","REDEN",49,,1
537,"ff6c9d16ea912691f4024108dcffd80be7e984d6",9,,"J.C.","RENNO",52,,1
538,"76ae276c5074ffe6aed836c34001c1cc60bc625f",12,,"","REUTER",51,,1
539,"e5db451968937611aed8a2ec4e3ac279f168ae9a",9,,"T.","REYNELL",47,,1
540,"3d82b2ab059daa2af16dde96bbaf04bb8b8fb999",10,,"","RHEDEN",49,,1
541,"747f345fee55b38e5be21e3afa1fca9fee03f8b9",9,,"R.S.","RICE",47,,1
542,"1cea096087610408a8dd9d14dcb39b90cf4f5d45",12,,"","RICHTER",51,,1
543,"f98eb052566ab644bac754843705b9d7548f07df",,,"G.J.","RIESZ",47,,1
544,"e50d1524d88269c356738cbef4014f6bcbd50299",10,,"Wm","ROBERTSON",47,,1
545,"09c8deb17a542001a4b720fd807b87e3a34c428a",10,,"T.","ROGERS",47,,1
546,"3e07facdd9af894a1fb71a0f78f77f56b1597945",9,18,"H.D.","ROSS",47,,1
547,"3af729c9db48c242daacc3ddf2832b281d47a7ee",10,,"J.","ROSS",47,,1
548,"80c4a7641a36906a7d619a5cb418d05c445b64b9",5,19,"","Radet",48,,1
549,"6fea821e42f1cf6c9af9cad931c83682453b84f2",12,,"","Raes",48,,1
550,"1041e7b02a4bf523f2300a8a63185e1cb9c3f62e",10,,"","Raindre",48,,1
551,"966066f1b93718eca2003a8ceab090fb178bf5e9",7,,"","Ramand",48,,1
552,"d4d2b4e4f765a37e45059f579e8728ee5c6ba110",7,,"","Rapatel",48,,1
553,"72cf52e535e0a20ef6122cab688373ffb2f9e95f",5,20,"H.C.","Reille",48,,1
554,"995f4775275a4b8d5334c4e855279105bf9dbe70",8,,"","Revest",48,,1
555,"8f03856ebdc9789950ee0ef77b16f93cdcabf405",7,,"","Ricard",48,,1
556,"a129ce979b08a415d2c6b97eb6f71449890202a1",7,,"","Richardot",48,,1
557,"16aa7e6813e3d99234f330a964f3a5bf25292862",7,19,"","Rignon",48,,1
558,"7ff90077cbc8a59442a152e397fb6f5afbc8e165",7,19,"","Rippert",48,,1
559,"fa95c4e5040c3966e4edf0fb1d78864d379bcc72",,,"","Rochefort",48,,1
560,"173eba3609290c17c89594cd2209a554d92c2043",5,19,"","Rogniat",48,,1
561,"821dd2205699d59db65587bd48cc849594a16d35",5,20,"","Roguet",48,,1
562,"eca6cf24878b4a031a8af7eea751f79aca5582fd",7,,"","Rogé",48,,1
563,"c068bdfdaab136b93b0c772af83b36897c084b46",8,,"","Rome",48,,1
564,"2431d2cb192e7e861223823b4a9004502eaa1f80",7,,"","Roul",48,,1
565,"e95039ecc072aafa170ac53caa13089a7ffde886",7,,"","Roussel",48,,1
566,"c994849e32653b3e412ce5b82d2ee9cfa6faf40b",5,19,"","Roussel d'Hurbal",48,,1
567,"69fdf6e2e5dcffa5fd33283e452e58c776239474",7,,"","Rousselot",48,,1
568,"bf1130792b41d6c3626676764a88fc3f0853907b",7,,"","Roussille",48,,1
569,"e8c001e8f4e775795d45ad683b384c046c0183fc",7,,"","Ruelle",48,,1
570,"d710201ef9af14089b8da84a883dae338bce8461",5,20,"","Ruty",48,,1
571,"045ab7da59e6e81492c75ce539052aaba1746b1e",12,,"Ch.","SANDHAM",47,,1
572,"fc91f2b92e8b7fb81f9b2a211f63d6ea5e1e9bf9",13,,"","SANNOW",51,,1
573,"94512a29fc0ebc58def060587c09cbb650addaf4",12,,"","SCHAALE",51,,1
574,"2cf7750bf3e142aedeee4f0552878636af2cb710",12,,"","SCHAEFFER",51,,1
575,"37b70f775f9ca5217855d3ad2ce8a77343b9c4cb",12,,"","SCHEFFER",52,,1
576,"312a5f9e20446e69cbceab6b5ca2e52aed90e535",13,,"","SCHEFFLER",51,,1
577,"9198d27d9fbae7195250d0221dbd303487d25f4c",9,,"W.","SCHENCK",47,,1
578,"b2b984aa76752665e3bfe0d30759b1f7d31f0021",10,,"P.","SCHLEYER",52,,1
579,"e3a51bf17c6068651d49c0f1eba379ac817dd902",13,,"","SCHMIDT",51,,1
580,"f2d109ed18539fd796ed9625e8fcf198528ea1a6",13,,"","SCHMIDT",51,,1
581,"f8e9b29b8e697d3ff569a71fb8bc871bbd84b390",13,,"","SCHULZ",51,,1
582,"274fd9f668faaa2b2c7ee45862dd2887cbfdac34",9,,"A.W.","SENN van Basel",52,,1
583,"d506862053eb23136160f8b4bcd98abf3366cd75",12,,"","SEVERYNS",52,,1
584,"765a8e5ba3718139afe6f0745bdbe7d8778c9e2b",12,,"","SIEMON",51,,1
585,"6339937bababd824cc511f6c52d19e29e76d538d",9,,"J.J.","SIMONS",52,,1
